system:index,satellite_sat,date,name,pollutant,station_id,.geo
20230101T050749_20230103T111249_0_0,7.532459661501615E-5,1/1/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230101T050749_20230103T111249_2_0,7.040761358058458E-5,1/1/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230101T050749_20230103T111249_3_0,7.532459661501615E-5,1/1/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230101T050749_20230103T111249_4_0,6.953471787971833E-5,1/1/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230101T050749_20230103T111249_5_0,6.953471787971833E-5,1/1/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230101T050749_20230103T111249_6_0,7.826022601925621E-5,1/1/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230101T050749_20230103T111249_7_0,6.953471787971833E-5,1/1/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230102T044849_20230103T211921_0_0,9.659859090242902E-5,1/2/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230102T044849_20230103T211921_1_0,7.787619692440912E-5,1/2/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230102T044849_20230103T211921_3_0,9.659859090242902E-5,1/2/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230102T044849_20230103T211921_4_0,6.349831478858377E-5,1/2/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230102T044849_20230103T211921_5_0,6.349831478858377E-5,1/2/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230102T044849_20230103T211921_7_0,6.349831478858377E-5,1/2/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230104T055220_20230105T221612_0_0,1.4010178338322234E-4,1/4/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230104T055220_20230105T221612_1_0,1.2721786515525063E-4,1/4/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230104T055220_20230105T221612_2_0,8.469127928741517E-5,1/4/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230104T055220_20230105T221612_3_0,1.4010178338322234E-4,1/4/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230104T055220_20230105T221612_4_0,1.3201589109565617E-4,1/4/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230104T055220_20230105T221612_5_0,1.3201589109565617E-4,1/4/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230104T055220_20230105T221612_6_0,8.915422870267067E-5,1/4/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230104T055220_20230105T221612_7_0,1.3201589109565617E-4,1/4/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230105T053321_20230106T215356_0_0,1.227448677810382E-4,1/5/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230105T053321_20230106T215356_1_0,9.701840667235309E-5,1/5/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230105T053321_20230106T215356_2_0,8.862334460491975E-5,1/5/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230105T053321_20230106T215356_3_0,1.227448677810382E-4,1/5/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230105T053321_20230106T215356_4_0,1.0802914634372263E-4,1/5/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230105T053321_20230106T215356_5_0,1.0802914634372263E-4,1/5/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230105T053321_20230106T215356_6_0,1.1687441392594108E-4,1/5/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230105T053321_20230106T215356_7_0,1.0802914634372263E-4,1/5/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230106T051422_20230107T213859_0_0,4.7425280741296435E-5,1/6/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230106T051422_20230107T213859_1_0,7.016199292439357E-5,1/6/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230106T051422_20230107T213859_2_0,4.319962181723544E-5,1/6/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230106T051422_20230107T213859_3_0,4.7425280741296435E-5,1/6/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230106T051422_20230107T213859_4_0,7.681127730599935E-5,1/6/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230106T051422_20230107T213859_5_0,7.681127730599935E-5,1/6/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230106T051422_20230107T213859_6_0,3.562778039917185E-5,1/6/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230106T051422_20230107T213859_7_0,7.681127730599935E-5,1/6/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230107T045523_20230108T211119_0_0,5.995224353050715E-5,1/7/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230107T045523_20230108T211119_1_0,8.918627014236308E-5,1/7/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230107T045523_20230108T211119_2_0,5.591527420419721E-5,1/7/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230107T045523_20230108T211119_3_0,5.995224353050715E-5,1/7/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230107T045523_20230108T211119_4_0,8.539346382553245E-5,1/7/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230107T045523_20230108T211119_5_0,8.539346382553245E-5,1/7/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230107T045523_20230108T211119_6_0,5.5163709437932906E-5,1/7/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230107T045523_20230108T211119_7_0,8.539346382553245E-5,1/7/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230108T061755_20230109T223215_0_0,6.404809001078109E-5,1/8/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230108T061755_20230109T223215_1_0,6.255223276919328E-5,1/8/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230108T061755_20230109T223215_2_0,6.966822068081322E-5,1/8/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230108T061755_20230109T223215_3_0,6.404809001078109E-5,1/8/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230108T061755_20230109T223215_4_0,5.752758828402376E-5,1/8/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230108T061755_20230109T223215_5_0,5.752758828402376E-5,1/8/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230108T061755_20230109T223215_6_0,8.461429212598188E-5,1/8/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230108T061755_20230109T223215_7_0,5.752758828402376E-5,1/8/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230109T055856_20230110T221625_0_0,1.0114116796798249E-4,1/9/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230109T055856_20230110T221625_1_0,1.1739008757142086E-4,1/9/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230109T055856_20230110T221625_2_0,4.836780384144997E-5,1/9/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230109T055856_20230110T221625_3_0,1.0114116796798249E-4,1/9/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230109T055856_20230110T221625_4_0,1.0673375930916843E-4,1/9/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230109T055856_20230110T221625_5_0,1.0673375930916843E-4,1/9/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230109T055856_20230110T221625_6_0,6.301845463002746E-5,1/9/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230109T055856_20230110T221625_7_0,1.0673375930916843E-4,1/9/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230110T053957_20230111T220018_0_0,7.459515463174114E-5,1/10/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230110T053957_20230111T220018_1_0,9.403533417893786E-5,1/10/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230110T053957_20230111T220018_2_0,6.505082881654997E-5,1/10/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230110T053957_20230111T220018_3_0,7.459515463174114E-5,1/10/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230110T053957_20230111T220018_4_0,1.0165524151001074E-4,1/10/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230110T053957_20230111T220018_5_0,1.0165524151001074E-4,1/10/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230110T053957_20230111T220018_6_0,7.131814794774914E-5,1/10/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230110T053957_20230111T220018_7_0,1.0165524151001074E-4,1/10/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230111T052059_20230112T213530_0_0,1.2407232120717647E-4,1/11/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230111T052059_20230112T213530_1_0,9.737251011209109E-5,1/11/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230111T052059_20230112T213530_2_0,9.95957997697259E-5,1/11/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230111T052059_20230112T213530_3_0,1.2407232120717647E-4,1/11/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230111T052059_20230112T213530_4_0,1.0778203294286157E-4,1/11/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230111T052059_20230112T213530_5_0,1.0778203294286157E-4,1/11/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230111T052059_20230112T213530_6_0,1.5115705150251475E-4,1/11/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230111T052059_20230112T213530_7_0,1.0778203294286157E-4,1/11/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230112T050200_20230113T210918_0_0,2.4188295796645541E-4,1/12/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230112T050200_20230113T210918_1_0,1.8313105110383796E-4,1/12/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230112T050200_20230113T210918_2_0,1.9838885227732938E-4,1/12/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230112T050200_20230113T210918_3_0,2.4188295796645541E-4,1/12/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230112T050200_20230113T210918_4_0,1.8426009636258504E-4,1/12/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230112T050200_20230113T210918_5_0,1.8426009636258504E-4,1/12/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230112T050200_20230113T210918_6_0,1.8795012496497133E-4,1/12/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230112T050200_20230113T210918_7_0,1.8426009636258504E-4,1/12/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230113T044302_20230114T205012_4_0,1.0152044297504405E-4,1/13/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230113T044302_20230114T205012_5_0,1.0152044297504405E-4,1/13/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230113T044302_20230114T205012_7_0,1.0152044297504405E-4,1/13/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230114T060534_20230115T222426_0_0,1.6393626772404437E-4,1/14/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230114T060534_20230115T222426_1_0,1.3216753220619728E-4,1/14/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230114T060534_20230115T222426_2_0,1.2456736663484815E-4,1/14/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230114T060534_20230115T222426_3_0,1.6393626772404437E-4,1/14/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230114T060534_20230115T222426_4_0,1.3575703797780967E-4,1/14/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230114T060534_20230115T222426_5_0,1.3575703797780967E-4,1/14/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230114T060534_20230115T222426_6_0,1.8777117690168413E-4,1/14/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230114T060534_20230115T222426_7_0,1.3575703797780967E-4,1/14/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230115T054636_20230116T220326_0_0,5.658980819598037E-5,1/15/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230115T054636_20230116T220326_1_0,6.881819973728013E-5,1/15/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230115T054636_20230116T220326_2_0,4.917281446261872E-5,1/15/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230115T054636_20230116T220326_3_0,5.658980819598037E-5,1/15/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230115T054636_20230116T220326_4_0,8.170657855547476E-5,1/15/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230115T054636_20230116T220326_5_0,8.170657855547476E-5,1/15/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230115T054636_20230116T220326_6_0,4.934304614955423E-5,1/15/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230115T054636_20230116T220326_7_0,8.170657855547476E-5,1/15/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230116T052738_20230117T215312_0_0,1.1848374534904569E-4,1/16/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230116T052738_20230117T215312_1_0,9.761078353643451E-5,1/16/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230116T052738_20230117T215312_2_0,6.827324168350843E-5,1/16/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230116T052738_20230117T215312_3_0,1.1848374534904569E-4,1/16/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230116T052738_20230117T215312_4_0,1.0160799804096977E-4,1/16/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230116T052738_20230117T215312_5_0,1.0160799804096977E-4,1/16/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230116T052738_20230117T215312_6_0,6.815726915043136E-5,1/16/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230116T052738_20230117T215312_7_0,1.0160799804096977E-4,1/16/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230118T044942_20230119T211732_0_0,1.3171884847962962E-4,1/18/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230118T044942_20230119T211732_1_0,1.2769219491076726E-4,1/18/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20230118T044942_20230119T211732_2_0,1.1509241310545748E-4,1/18/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20230118T044942_20230119T211732_3_0,1.3171884847962962E-4,1/18/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20230118T044942_20230119T211732_4_0,1.1353953883412119E-4,1/18/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230118T044942_20230119T211732_5_0,1.1353953883412119E-4,1/18/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20230118T044942_20230119T211732_6_0,1.0616823268525952E-4,1/18/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20230118T044942_20230119T211732_7_0,1.1353953883412119E-4,1/18/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
