system:index,satellite_sat,date,name,pollutant,station_id,.geo
20231119T061136_20231120T223519_1_0,1.1473117070348617E-4,11/19/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231119T061136_20231120T223519_2_0,1.5911427866494642E-4,11/19/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231119T061136_20231120T223519_3_0,1.409183026811379E-4,11/19/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231119T061136_20231120T223519_4_0,1.2452079116920131E-4,11/19/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231119T061136_20231120T223519_5_0,1.2452079116920131E-4,11/19/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231119T061136_20231120T223519_6_0,1.6728897398157568E-4,11/19/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231119T061136_20231120T223519_7_0,1.2452079116920131E-4,11/19/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231120T055229_20231122T180706_0_0,1.5226666506179467E-4,11/20/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231120T055229_20231122T180706_1_0,9.618771504546353E-5,11/20/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231120T055229_20231122T180706_2_0,1.9259165313917988E-4,11/20/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231120T055229_20231122T180706_3_0,1.5226666506179467E-4,11/20/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231120T055229_20231122T180706_4_0,1.1278013315105739E-4,11/20/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231120T055229_20231122T180706_5_0,1.1278013315105739E-4,11/20/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231120T055229_20231122T180706_6_0,2.1316279822784223E-4,11/20/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231120T055229_20231122T180706_7_0,1.1278013315105739E-4,11/20/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231121T053322_20231123T071511_0_0,2.3213770825128137E-4,11/21/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231121T053322_20231123T071511_1_0,1.3611111449926617E-4,11/21/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231121T053322_20231123T071511_2_0,2.3546292103326724E-4,11/21/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231121T053322_20231123T071511_3_0,2.3213770825128137E-4,11/21/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231121T053322_20231123T071511_4_0,1.3748761654884005E-4,11/21/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231121T053322_20231123T071511_5_0,1.3748761654884005E-4,11/21/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231121T053322_20231123T071511_6_0,2.3746360507551556E-4,11/21/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231121T053322_20231123T071511_7_0,1.3748761654884005E-4,11/21/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231122T051415_20231123T233243_0_0,2.281719025946337E-4,11/22/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231122T051415_20231123T233243_1_0,1.5932059864582783E-4,11/22/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231122T051415_20231123T233243_2_0,1.6138099839628064E-4,11/22/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231122T051415_20231123T233243_3_0,2.281719025946337E-4,11/22/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231122T051415_20231123T233243_4_0,1.804470622796245E-4,11/22/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231122T051415_20231123T233243_5_0,1.804470622796245E-4,11/22/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231122T051415_20231123T233243_6_0,1.8698813743988043E-4,11/22/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231122T051415_20231123T233243_7_0,1.804470622796245E-4,11/22/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231123T045508_20231124T211424_0_0,1.5332480609305538E-4,11/23/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231123T045508_20231124T211424_1_0,1.4202726214347834E-4,11/23/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231123T045508_20231124T211424_2_0,1.6999754800282947E-4,11/23/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231123T045508_20231124T211424_3_0,1.5332480609305538E-4,11/23/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231123T045508_20231124T211424_4_0,1.3075341730066521E-4,11/23/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231123T045508_20231124T211424_5_0,1.3075341730066521E-4,11/23/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231123T045508_20231124T211424_6_0,1.570387074345701E-4,11/23/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231123T045508_20231124T211424_7_0,1.3075341730066521E-4,11/23/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231125T055824_20231126T221306_1_0,1.7404255055532812E-4,11/25/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231125T055824_20231126T221306_2_0,1.8989987116183851E-4,11/25/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231125T055824_20231126T221306_4_0,1.7075660601316076E-4,11/25/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231125T055824_20231126T221306_5_0,1.7075660601316076E-4,11/25/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231125T055824_20231126T221306_6_0,1.8493273207057008E-4,11/25/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231125T055824_20231126T221306_7_0,1.7075660601316076E-4,11/25/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231126T053918_20231129T123918_0_0,1.910781620071593E-4,11/26/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231126T053918_20231129T123918_1_0,1.3168413410751063E-4,11/26/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231126T053918_20231129T123918_2_0,1.0423471405084168E-4,11/26/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231126T053918_20231129T123918_3_0,1.910781620071593E-4,11/26/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231126T053918_20231129T123918_4_0,1.1337826976080618E-4,11/26/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231126T053918_20231129T123918_5_0,1.1337826976080618E-4,11/26/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231126T053918_20231129T123918_6_0,1.0780361172890712E-4,11/26/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231126T053918_20231129T123918_7_0,1.1337826976080618E-4,11/26/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231128T050105_20231130T153251_0_0,1.616793916943272E-4,11/28/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231128T050105_20231130T153251_1_0,1.171798420985629E-4,11/28/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231128T050105_20231130T153251_2_0,2.1409627928860477E-4,11/28/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231128T050105_20231130T153251_3_0,1.616793916943272E-4,11/28/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231128T050105_20231130T153251_4_0,1.1119004976468736E-4,11/28/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231128T050105_20231130T153251_5_0,1.1119004976468736E-4,11/28/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231128T050105_20231130T153251_6_0,1.7710518534951814E-4,11/28/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231128T050105_20231130T153251_7_0,1.1119004976468736E-4,11/28/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231130T060422_20231201T224430_0_0,1.304161350828208E-4,11/30/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231130T060422_20231201T224430_1_0,1.248696335063237E-4,11/30/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231130T060422_20231201T224430_2_0,1.0734287045163098E-4,11/30/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231130T060422_20231201T224430_3_0,1.304161350828208E-4,11/30/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231130T060422_20231201T224430_4_0,1.7770639823556475E-4,11/30/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231130T060422_20231201T224430_5_0,1.7770639823556475E-4,11/30/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231130T060422_20231201T224430_6_0,1.3173607515469226E-4,11/30/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231130T060422_20231201T224430_7_0,1.7770639823556475E-4,11/30/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231202T052610_20231203T214745_0_0,1.838369462824571E-4,12/2/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231202T052610_20231203T214745_1_0,1.1451481168197898E-4,12/2/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231202T052610_20231203T214745_2_0,1.8033367771127915E-4,12/2/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231202T052610_20231203T214745_3_0,1.838369462824571E-4,12/2/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231202T052610_20231203T214745_4_0,1.2433189307681518E-4,12/2/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231202T052610_20231203T214745_5_0,1.2433189307681518E-4,12/2/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231202T052610_20231203T214745_6_0,1.5481049842395068E-4,12/2/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231202T052610_20231203T214745_7_0,1.2433189307681518E-4,12/2/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231203T050704_20231204T212623_0_0,2.2352091617354805E-4,12/3/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231203T050704_20231204T212623_1_0,1.7335190990470204E-4,12/3/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231203T050704_20231204T212623_2_0,1.678395190660905E-4,12/3/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231203T050704_20231204T212623_3_0,2.2352091617354805E-4,12/3/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231203T050704_20231204T212623_4_0,1.678106559800891E-4,12/3/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231203T050704_20231204T212623_5_0,1.678106559800891E-4,12/3/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231203T050704_20231204T212623_6_0,1.775902576947711E-4,12/3/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231203T050704_20231204T212623_7_0,1.678106559800891E-4,12/3/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231205T061022_20231206T223406_0_0,1.699641154676108E-4,12/5/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231205T061022_20231206T223406_1_0,1.1651446491828589E-4,12/5/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231205T061022_20231206T223406_2_0,1.3896749877795764E-4,12/5/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231205T061022_20231206T223406_3_0,1.699641154676108E-4,12/5/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231205T061022_20231206T223406_4_0,1.1912107145567565E-4,12/5/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231205T061022_20231206T223406_5_0,1.1912107145567565E-4,12/5/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231205T061022_20231206T223406_6_0,1.2724163465707364E-4,12/5/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231205T061022_20231206T223406_7_0,1.1912107145567565E-4,12/5/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231206T055116_20231207T220536_0_0,1.716416834509041E-4,12/6/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231206T055116_20231207T220536_1_0,1.1972515820540075E-4,12/6/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231206T055116_20231207T220536_2_0,2.3579561666869846E-4,12/6/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231206T055116_20231207T220536_3_0,1.716416834509041E-4,12/6/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231206T055116_20231207T220536_4_0,1.462744128549479E-4,12/6/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231206T055116_20231207T220536_5_0,1.462744128549479E-4,12/6/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231206T055116_20231207T220536_6_0,3.451025231151835E-4,12/6/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231206T055116_20231207T220536_7_0,1.462744128549479E-4,12/6/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231207T053211_20231208T215751_0_0,2.3016219183017353E-4,12/7/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231207T053211_20231208T215751_1_0,2.3585306984796406E-4,12/7/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231207T053211_20231208T215751_2_0,1.597498774330792E-4,12/7/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231207T053211_20231208T215751_3_0,2.3016219183017353E-4,12/7/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231207T053211_20231208T215751_4_0,2.826937968311086E-4,12/7/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231207T053211_20231208T215751_5_0,2.826937968311086E-4,12/7/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231207T053211_20231208T215751_6_0,1.7747140451180915E-4,12/7/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231207T053211_20231208T215751_7_0,2.826937968311086E-4,12/7/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231208T051305_20231209T213520_0_0,2.743267568913225E-4,12/8/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231208T051305_20231209T213520_1_0,1.8146173352085224E-4,12/8/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231208T051305_20231209T213520_2_0,2.5712863366327893E-4,12/8/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
20231208T051305_20231209T213520_3_0,2.743267568913225E-4,12/8/2023,Kebon Jeruk,NO2_sat,Kebon Jeruk,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231208T051305_20231209T213520_4_0,2.1795203195172172E-4,12/8/2023,Kelapa Gading,NO2_sat,Kelapa Gading,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231208T051305_20231209T213520_5_0,2.1795203195172172E-4,12/8/2023,Komp Angkasa Pura Jakarta Pusat,NO2_sat,Komp Angkasa Pura Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231208T051305_20231209T213520_6_0,2.786891115510363E-4,12/8/2023,Lubang Buaya,NO2_sat,Lubang Buaya,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.321931284266583]}"
20231208T051305_20231209T213520_7_0,2.1795203195172172E-4,12/8/2023,US Consulate Jakarta Pusat,NO2_sat,US Consulate Jakarta Pusat,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87698598356911,-6.142268227442685]}"
20231209T045400_20231210T212007_0_0,1.0578047090551792E-4,12/9/2023,Bundaran Hotel Indonesia,NO2_sat,Bundaran Hotel Indonesia,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.232099755854634]}"
20231209T045400_20231210T212007_1_0,1.2262685826100982E-4,12/9/2023,Jagakarsa,NO2_sat,Jagakarsa,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.142268227442685]}"
20231209T045400_20231210T212007_2_0,1.4561747352499226E-4,12/9/2023,Jalan BDN II,NO2_sat,Jalan BDN II,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78715445515718,-6.321931284266583]}"
