system:index,dummy,lat,lon,modis_aod_047,.geo
99_0,1,-6.292698565257249,106.81417885823171,406.3333333333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.292698565257249]}"
100_0,1,-6.292698565257249,106.82316201107291,387.3333333333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.292698565257249]}"
101_0,1,-6.292698565257249,106.83214516391409,389.6666666666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.292698565257249]}"
102_0,1,-6.292698565257249,106.84112831675529,396.6666666666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84112831675529,-6.292698565257249]}"
103_0,1,-6.292698565257249,106.85011146959648,403.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85011146959648,-6.292698565257249]}"
104_0,1,-6.292698565257249,106.85909462243768,403.3333333333333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.292698565257249]}"
105_0,1,-6.292698565257249,106.86807777527888,404.75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.292698565257249]}"
106_0,1,-6.292698565257249,106.87706092812007,403.85714285714283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.292698565257249]}"
107_0,1,-6.292698565257249,106.88604408096127,406.07142857142856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.292698565257249]}"
108_0,1,-6.292698565257249,106.89502723380247,417.4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.292698565257249]}"
109_0,1,-6.292698565257249,106.90401038664366,412.8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.292698565257249]}"
110_0,1,-6.283715412416053,106.76027994118454,418.1666666666667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76027994118454,-6.283715412416053]}"
111_0,1,-6.283715412416053,106.76926309402573,419.7142857142857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.76926309402573,-6.283715412416053]}"
112_0,1,-6.283715412416053,106.77824624686693,418.57142857142856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.77824624686693,-6.283715412416053]}"
113_0,1,-6.283715412416053,106.78722939970812,420.125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.78722939970812,-6.283715412416053]}"
