system:index,dummy,lat,lon,viirs_ntl,.geo
0_0,1,-6.36456378798681,106.88604408096127,30.452932357788086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.36456378798681]}"
1_0,1,-6.36456378798681,106.89502723380247,21.725201789368974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.36456378798681]}"
2_0,1,-6.36456378798681,106.91299353948486,25.892045373501986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.36456378798681]}"
3_0,1,-6.355580635145615,106.79621255254932,31.800544628198598,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79621255254932,-6.355580635145615]}"
4_0,1,-6.355580635145615,106.80519570539052,34.71115457443964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.355580635145615]}"
5_0,1,-6.355580635145615,106.81417885823171,31.92979409959581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.355580635145615]}"
6_0,1,-6.355580635145615,106.82316201107291,27.15887451171875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.355580635145615]}"
7_0,1,-6.355580635145615,106.87706092812007,30.476597419151894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.355580635145615]}"
8_0,1,-6.355580635145615,106.88604408096127,28.13050543028733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.355580635145615]}"
9_0,1,-6.355580635145615,106.89502723380247,23.488555751863075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.355580635145615]}"
10_0,1,-6.355580635145615,106.90401038664366,21.800782203674316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.355580635145615]}"
11_0,1,-6.355580635145615,106.91299353948486,24.035384559631346,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.355580635145615]}"
12_0,1,-6.34659748230442,106.79621255254932,39.83716850950007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79621255254932,-6.34659748230442]}"
13_0,1,-6.34659748230442,106.80519570539052,36.3289603183144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.34659748230442]}"
14_0,1,-6.34659748230442,106.81417885823171,35.439404108752946,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.34659748230442]}"
15_0,1,-6.34659748230442,106.82316201107291,30.070627536413806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.34659748230442]}"
16_0,1,-6.34659748230442,106.83214516391409,30.318988424832703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.34659748230442]}"
17_0,1,-6.34659748230442,106.85909462243768,32.427341054280596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.34659748230442]}"
18_0,1,-6.34659748230442,106.86807777527888,34.45612732351643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.34659748230442]}"
19_0,1,-6.34659748230442,106.87706092812007,29.800129273358515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.34659748230442]}"
20_0,1,-6.34659748230442,106.88604408096127,29.90911270400225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.34659748230442]}"
21_0,1,-6.34659748230442,106.89502723380247,28.28863659420529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.34659748230442]}"
22_0,1,-6.34659748230442,106.90401038664366,26.433547607421875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.34659748230442]}"
23_0,1,-6.34659748230442,106.91299353948486,24.465972210498567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.34659748230442]}"
24_0,1,-6.337614329463224,106.80519570539052,33.17016092936198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.337614329463224]}"
25_0,1,-6.337614329463224,106.81417885823171,31.434071495419456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.337614329463224]}"
26_0,1,-6.337614329463224,106.82316201107291,31.568685926240065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.337614329463224]}"
27_0,1,-6.337614329463224,106.83214516391409,35.18682294373119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.337614329463224]}"
28_0,1,-6.337614329463224,106.84112831675529,30.18343888319932,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84112831675529,-6.337614329463224]}"
29_0,1,-6.337614329463224,106.85011146959648,31.30648796775124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85011146959648,-6.337614329463224]}"
30_0,1,-6.337614329463224,106.85909462243768,33.06244250488281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.337614329463224]}"
31_0,1,-6.337614329463224,106.86807777527888,34.77895786887721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.337614329463224]}"
32_0,1,-6.337614329463224,106.87706092812007,30.395028114318848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.337614329463224]}"
33_0,1,-6.337614329463224,106.88604408096127,32.76814100477431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.337614329463224]}"
34_0,1,-6.337614329463224,106.89502723380247,30.07800601391082,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.337614329463224]}"
35_0,1,-6.337614329463224,106.90401038664366,27.20898177888658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.337614329463224]}"
36_0,1,-6.337614329463224,106.91299353948486,24.516775464548648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.337614329463224]}"
37_0,1,-6.32863117662203,106.80519570539052,34.48569549560547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.32863117662203]}"
38_0,1,-6.32863117662203,106.81417885823171,32.54237365722656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.32863117662203]}"
39_0,1,-6.32863117662203,106.82316201107291,33.85807673136393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.32863117662203]}"
40_0,1,-6.32863117662203,106.83214516391409,34.80585842132568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.32863117662203]}"
41_0,1,-6.32863117662203,106.84112831675529,31.460663477579754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84112831675529,-6.32863117662203]}"
42_0,1,-6.32863117662203,106.85011146959648,32.321736744471956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85011146959648,-6.32863117662203]}"
43_0,1,-6.32863117662203,106.85909462243768,34.4757509685698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.32863117662203]}"
44_0,1,-6.32863117662203,106.86807777527888,33.42573028564453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.32863117662203]}"
45_0,1,-6.32863117662203,106.87706092812007,31.849695205688477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.32863117662203]}"
46_0,1,-6.32863117662203,106.88604408096127,32.5152656425864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.32863117662203]}"
47_0,1,-6.32863117662203,106.89502723380247,28.275007283912515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.32863117662203]}"
