system:index,dummy,lat,lon,viirs_ntl,.geo
0_0,1,-6.36456378798681,106.88604408096127,24.77248713464448,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.36456378798681]}"
1_0,1,-6.36456378798681,106.89502723380247,19.989898681640625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.36456378798681]}"
2_0,1,-6.36456378798681,106.91299353948486,25.11819632848104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.36456378798681]}"
3_0,1,-6.355580635145615,106.79621255254932,29.9460768699646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79621255254932,-6.355580635145615]}"
4_0,1,-6.355580635145615,106.80519570539052,32.49109395345052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.355580635145615]}"
5_0,1,-6.355580635145615,106.81417885823171,30.52934455871582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.355580635145615]}"
6_0,1,-6.355580635145615,106.82316201107291,25.497156143188477,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.355580635145615]}"
7_0,1,-6.355580635145615,106.87706092812007,28.774838534268465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.355580635145615]}"
8_0,1,-6.355580635145615,106.88604408096127,25.914542293548585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.355580635145615]}"
9_0,1,-6.355580635145615,106.89502723380247,22.28472582499186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.355580635145615]}"
10_0,1,-6.355580635145615,106.90401038664366,21.973697662353516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.355580635145615]}"
11_0,1,-6.355580635145615,106.91299353948486,24.231401443481445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.355580635145615]}"
12_0,1,-6.34659748230442,106.79621255254932,37.57216262817383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.79621255254932,-6.34659748230442]}"
13_0,1,-6.34659748230442,106.80519570539052,34.07077662150065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.34659748230442]}"
14_0,1,-6.34659748230442,106.81417885823171,32.723368644714355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.34659748230442]}"
15_0,1,-6.34659748230442,106.82316201107291,29.798939818427677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.34659748230442]}"
16_0,1,-6.34659748230442,106.83214516391409,29.090858035617405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.34659748230442]}"
17_0,1,-6.34659748230442,106.85909462243768,30.111954913419837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.34659748230442]}"
18_0,1,-6.34659748230442,106.86807777527888,31.59950177262469,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.34659748230442]}"
19_0,1,-6.34659748230442,106.87706092812007,27.992664337158203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.34659748230442]}"
20_0,1,-6.34659748230442,106.88604408096127,28.601736802321213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.34659748230442]}"
21_0,1,-6.34659748230442,106.89502723380247,26.69732666015625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.34659748230442]}"
22_0,1,-6.34659748230442,106.90401038664366,25.0640926361084,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.34659748230442]}"
23_0,1,-6.34659748230442,106.91299353948486,23.441576131184895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.34659748230442]}"
24_0,1,-6.337614329463224,106.80519570539052,31.273597240447998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.337614329463224]}"
25_0,1,-6.337614329463224,106.81417885823171,28.884212493896484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.337614329463224]}"
26_0,1,-6.337614329463224,106.82316201107291,28.92501583099365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.337614329463224]}"
27_0,1,-6.337614329463224,106.83214516391409,30.678927365471335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.337614329463224]}"
28_0,1,-6.337614329463224,106.84112831675529,27.90105374654134,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84112831675529,-6.337614329463224]}"
29_0,1,-6.337614329463224,106.85011146959648,29.742199637673117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85011146959648,-6.337614329463224]}"
30_0,1,-6.337614329463224,106.85909462243768,30.877172470092773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.337614329463224]}"
31_0,1,-6.337614329463224,106.86807777527888,30.443418156016957,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.337614329463224]}"
32_0,1,-6.337614329463224,106.87706092812007,28.504352251688637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.337614329463224]}"
33_0,1,-6.337614329463224,106.88604408096127,31.003607559204102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.337614329463224]}"
34_0,1,-6.337614329463224,106.89502723380247,27.590612411499023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.337614329463224]}"
35_0,1,-6.337614329463224,106.90401038664366,25.97348297966851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.337614329463224]}"
36_0,1,-6.337614329463224,106.91299353948486,24.455898621503046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.337614329463224]}"
37_0,1,-6.32863117662203,106.80519570539052,31.98740863800049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.80519570539052,-6.32863117662203]}"
38_0,1,-6.32863117662203,106.81417885823171,29.025941848754883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.32863117662203]}"
39_0,1,-6.32863117662203,106.82316201107291,31.51877276102702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.32863117662203]}"
40_0,1,-6.32863117662203,106.83214516391409,32.33075261116028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.32863117662203]}"
41_0,1,-6.32863117662203,106.84112831675529,28.71887969970703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.84112831675529,-6.32863117662203]}"
42_0,1,-6.32863117662203,106.85011146959648,29.91191137404669,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85011146959648,-6.32863117662203]}"
43_0,1,-6.32863117662203,106.85909462243768,30.925188064575195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.85909462243768,-6.32863117662203]}"
44_0,1,-6.32863117662203,106.86807777527888,30.293689250946045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.86807777527888,-6.32863117662203]}"
45_0,1,-6.32863117662203,106.87706092812007,30.602974700927735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.87706092812007,-6.32863117662203]}"
46_0,1,-6.32863117662203,106.88604408096127,30.95208994547526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.88604408096127,-6.32863117662203]}"
47_0,1,-6.32863117662203,106.89502723380247,26.444156646728516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.89502723380247,-6.32863117662203]}"
48_0,1,-6.32863117662203,106.90401038664366,25.015345096588135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90401038664366,-6.32863117662203]}"
49_0,1,-6.32863117662203,106.91299353948486,20.07118861958132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91299353948486,-6.32863117662203]}"
50_0,1,-6.319648023780834,106.81417885823171,30.455851554870605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.81417885823171,-6.319648023780834]}"
51_0,1,-6.319648023780834,106.82316201107291,29.47392702102661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.82316201107291,-6.319648023780834]}"
52_0,1,-6.319648023780834,106.83214516391409,29.004637400309242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.83214516391409,-6.319648023780834]}"
