lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,modis_aod_047,viirs_ntl
-6.274732259574858,106.90401038664366,0.0349074218681132,0.00010494409686981892,0.1168650788063358,5.659239041629009e-05,431.5,22.928098678588867
-6.265749106733662,106.75129678834334,0.035263055945714,0.00011101707191955137,0.1167536916442538,-5.822069100684014e-06,412.4,35.89373253487252
-6.265749106733662,106.76027994118454,0.0352987286498004,0.00011330037523303166,0.1167521926714468,7.550615003947601e-06,411.5,41.628366470336914
-6.265749106733662,106.76926309402572,0.0352987286498004,0.00011330037523303166,0.1167521926714468,7.550615003947601e-06,428.75,38.63826134330348
-6.265749106733662,106.77824624686691,0.0350301437079696,0.00011314929965689727,0.1167500012129366,3.925747577078576e-05,434.6666666666667,49.62643170047116
-6.265749106733662,106.78722939970812,0.0350330091835886,0.0001125676443509178,0.116766964533613,3.67892658637237e-05,436.3333333333333,47.204146222370426
-6.265749106733662,106.79621255254932,0.0350370597972001,0.00011211979221003434,0.1167472218018247,4.7181997942231314e-05,430.9,45.81402415722872
-6.265749106733662,106.80519570539052,0.0348448400006733,0.00011235636760116672,0.116758620881474,3.729398999783517e-05,419.0,45.81412747031764
-6.265749106733662,106.81417885823171,0.0348579701941537,0.00010841660660182509,0.1167591070671499,3.3775831853776005e-06,427.6,50.617556604845774
-6.265749106733662,106.82316201107292,0.0348329078229155,0.00010883217143545426,0.1168818768134131,4.230951474531276e-05,413.1666666666667,41.09662691752116
-6.265749106733662,106.83214516391408,0.0350325844083298,0.00010882760270014892,0.1168684467771786,1.8732041356701825e-05,422.3333333333333,41.18815268239668
-6.265749106733662,106.84112831675527,0.0348430348395603,0.00010826347252739372,0.116875685942662,4.8176411558840055e-05,410.0,39.0936996459961
-6.265749106733662,106.85011146959648,0.0348025151902296,0.00010820102034112172,0.1168664829508824,5.283778768303778e-05,399.1666666666667,35.833221435546875
-6.265749106733662,106.85909462243768,0.0348025151902296,0.00010820102034112172,0.1168664829508824,5.283778768303778e-05,396.3333333333333,42.23083128008926
-6.265749106733662,106.86807777527888,0.0348241646816568,0.0001083244071570174,0.1168620315659639,6.911415547015012e-05,396.2,40.70246895432194
-6.265749106733662,106.87706092812007,0.0347862015038785,0.00010850911466949412,0.1168626018878589,9.49514392748376e-05,404.0,35.13731488314542
-6.265749106733662,106.88604408096128,0.035072985430145,0.00010855321947907176,0.1168716478371919,0.00011661415173724497,421.4,35.64189628932787
-6.265749106733662,106.89502723380248,0.0350078787420264,0.00010412088362227328,0.1167786999769324,9.692167480832606e-05,427.7142857142857,31.100758158642314
-6.265749106733662,106.90401038664366,0.035006544515277,0.0001015576453936262,0.116868144676517,6.874063187004273e-05,435.7142857142857,27.304119985611717
-6.256765953892468,106.76027994118454,0.0350173805737447,0.00011679165643944204,0.1167630827543128,-2.632898067963788e-05,412.3333333333333,39.11398394745175
-6.256765953892468,106.76926309402572,0.0350173805737447,0.00011679165643944204,0.1167630827543128,-2.632898067963788e-05,426.5,42.45289385229125
-6.256765953892468,106.77824624686691,0.0352852246480517,0.00012195615984086688,0.1167568001618634,8.395400777401285e-06,427.0,43.83426305982802
-6.256765953892468,106.78722939970812,0.0352753375743743,0.0001203426844672358,0.1168179874759857,1.448711786339022e-05,427.7142857142857,42.37153644210722
-6.256765953892468,106.79621255254932,0.0350143330673617,0.00012378761450334866,0.1167473247672233,4.1526174675998975e-05,427.8571428571428,49.14175450642904
-6.256765953892468,106.80519570539052,0.0350327598753433,0.0001205707249899023,0.1167428514765198,2.258302510907349e-05,418.5,53.39090782299376
-6.256765953892468,106.81417885823171,0.0348568687752279,0.0001184213673950073,0.1167511256467139,6.796478444418237e-06,399.0,51.86167229997351
-6.256765953892468,106.82316201107292,0.0350500002738966,0.0001129670719522197,0.1167558091785829,6.7268574119751896e-06,403.8,42.93171482701455
-6.256765953892468,106.83214516391408,0.0350271418069106,0.00011299333156326226,0.1168686517011674,4.012851397063322e-05,411.3333333333333,39.88911078957951
-6.256765953892468,106.84112831675527,0.034840382606639,0.00011294059970789814,0.1167688467419195,6.83580105864774e-05,421.0,40.87085455817145
-6.256765953892468,106.85011146959648,0.0348432845003392,0.00010871281228081532,0.1168657067826024,5.21189330672924e-05,403.5,42.14950490880896
-6.256765953892468,106.85909462243768,0.0348432845003392,0.00010871281228081532,0.1168657067826024,5.21189330672924e-05,404.5,40.89176061202069
-6.256765953892468,106.86807777527888,0.0348222494723369,0.00010432533267913748,0.1168574323170165,6.921284629354841e-05,405.1666666666667,42.93451110839844
