lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,viirs_ntl
-6.36456378798681,106.88604408096128,0.0323890616042692,7.130861195032227e-05,0.1165982536191229,8.90539849381854e-05,30.45293235778809
-6.36456378798681,106.89502723380248,0.0324232279917488,6.904926704005235e-05,0.1165937154934852,3.247504440075563e-05,21.72520178936897
-6.36456378798681,106.91299353948486,0.0326215458168668,6.904926825913035e-05,0.1165004957616708,6.360544554548996e-05,25.892045373501983
-6.355580635145615,106.79621255254932,0.0325936008800862,7.239714139905217e-05,0.1164212870749614,3.349373400854367e-05,31.8005446281986
-6.355580635145615,106.80519570539052,0.0325704723495084,7.859038671619812e-05,0.1165110212455857,4.611994881995048e-05,34.71115457443964
-6.355580635145615,106.81417885823171,0.0327603623740994,7.533553744504993e-05,0.1164718970181681,1.6131769367836026e-05,31.92979409959581
-6.355580635145615,106.82316201107292,0.0328295659273665,7.718670531171396e-05,0.1164986661715373,7.271539718091912e-05,27.15887451171875
-6.355580635145615,106.87706092812007,0.0326582324468717,6.909651542152275e-05,0.1165845733527415,8.477228513229152e-05,30.476597419151894
-6.355580635145615,106.88604408096128,0.0325569921168795,7.130861195048694e-05,0.1166291346482245,8.640339989571772e-05,28.13050543028733
-6.355580635145615,106.89502723380248,0.0325920456727439,7.032732004966263e-05,0.1166265327185015,6.11724963786964e-05,23.488555751863075
-6.355580635145615,106.90401038664366,0.0326906703412075,6.695641523684781e-05,0.1165529494382872,6.90384331391158e-05,21.80078220367432
-6.355580635145615,106.91299353948486,0.0326970581176113,6.904926795802835e-05,0.1166051503013346,5.9649471580217006e-05,24.035384559631343
-6.34659748230442,106.79621255254932,0.0326251955332538,6.945874791492345e-05,0.11637952146434,4.237897107241254e-05,39.83716850950007
-6.34659748230442,106.80519570539052,0.0327741804745315,7.547392523718582e-05,0.1164095606710325,7.177369888626401e-05,36.3289603183144
-6.34659748230442,106.81417885823171,0.0327717506932117,7.533553395242039e-05,0.1164245134220845,8.464844668781162e-05,35.439404108752946
-6.34659748230442,106.82316201107292,0.0327717503995625,7.834185089445625e-05,0.1165459622500094,0.00010493503577884504,30.07062753641381
-6.34659748230442,106.83214516391408,0.0327598582732395,8.235714352441043e-05,0.1165374964477519,3.975101026487382e-05,30.318988424832703
-6.34659748230442,106.85909462243768,0.0327920561171327,7.970157543239924e-05,0.1165375799139565,3.6346980191690185e-05,32.4273410542806
-6.34659748230442,106.86807777527888,0.0325497873127987,8.076210504061799e-05,0.1165469709762363,1.9418666397572987e-05,34.45612732351643
-6.34659748230442,106.87706092812007,0.0325888209044477,7.999126379048184e-05,0.1165366451168398,1.941866639751435e-05,29.800129273358515
