lat,lon,predicted_class,predicted_label
-6.13998496695693,106.88604408096128,1,MEDIUM
-6.13998496695693,106.89502723380248,1,MEDIUM
-6.13998496695693,106.90401038664366,1,MEDIUM
-6.13998496695693,106.91299353948486,0,GOOD
-6.13998496695693,106.92197669232606,0,GOOD
-6.13998496695693,106.93095984516724,1,MEDIUM
-6.13998496695693,106.93994299800843,1,MEDIUM
-6.13998496695693,106.94892615084964,1,MEDIUM
-6.13998496695693,106.95790930369084,1,MEDIUM
-6.13998496695693,106.96689245653202,1,MEDIUM
-6.131001814115734,106.68841471845498,2,UNHEALTHY
-6.131001814115734,106.69739787129618,1,MEDIUM
-6.131001814115734,106.70638102413736,1,MEDIUM
-6.131001814115734,106.71536417697855,0,GOOD
-6.131001814115734,106.72434732981976,2,UNHEALTHY
-6.131001814115734,106.73333048266096,1,MEDIUM
-6.131001814115734,106.74231363550214,2,UNHEALTHY
-6.131001814115734,106.75129678834334,0,GOOD
-6.131001814115734,106.76027994118454,2,UNHEALTHY
-6.131001814115734,106.76926309402572,1,MEDIUM
-6.131001814115734,106.77824624686691,0,GOOD
-6.131001814115734,106.78722939970812,1,MEDIUM
-6.131001814115734,106.79621255254932,1,MEDIUM
-6.131001814115734,106.80519570539052,1,MEDIUM
-6.131001814115734,106.81417885823171,1,MEDIUM
-6.131001814115734,106.82316201107292,1,MEDIUM
-6.131001814115734,106.83214516391408,1,MEDIUM
-6.131001814115734,106.84112831675527,1,MEDIUM
-6.131001814115734,106.85011146959648,1,MEDIUM
-6.131001814115734,106.85909462243768,1,MEDIUM
-6.131001814115734,106.86807777527888,1,MEDIUM
-6.131001814115734,106.87706092812007,1,MEDIUM
-6.131001814115734,106.88604408096128,0,GOOD
-6.131001814115734,106.89502723380248,1,MEDIUM
-6.131001814115734,106.90401038664366,1,MEDIUM
-6.131001814115734,106.91299353948486,0,GOOD
-6.131001814115734,106.92197669232606,1,MEDIUM
-6.131001814115734,106.93095984516724,1,MEDIUM
-6.131001814115734,106.93994299800843,1,MEDIUM
-6.131001814115734,106.94892615084964,1,MEDIUM
-6.131001814115734,106.95790930369084,1,MEDIUM
-6.131001814115734,106.96689245653202,1,MEDIUM
-6.122018661274539,106.68841471845498,2,UNHEALTHY
-6.122018661274539,106.69739787129618,1,MEDIUM
-6.122018661274539,106.70638102413736,2,UNHEALTHY
-6.122018661274539,106.71536417697855,1,MEDIUM
-6.122018661274539,106.72434732981976,2,UNHEALTHY
-6.122018661274539,106.73333048266096,2,UNHEALTHY
-6.122018661274539,106.74231363550214,1,MEDIUM
-6.122018661274539,106.75129678834334,2,UNHEALTHY
-6.122018661274539,106.76027994118454,1,MEDIUM
-6.122018661274539,106.76926309402572,0,GOOD
-6.122018661274539,106.77824624686691,1,MEDIUM
-6.122018661274539,106.78722939970812,1,MEDIUM
-6.122018661274539,106.79621255254932,1,MEDIUM
-6.122018661274539,106.80519570539052,1,MEDIUM
-6.122018661274539,106.81417885823171,1,MEDIUM
-6.122018661274539,106.82316201107292,2,UNHEALTHY
-6.122018661274539,106.84112831675527,0,GOOD
-6.122018661274539,106.85011146959648,1,MEDIUM
-6.122018661274539,106.85909462243768,1,MEDIUM
-6.122018661274539,106.86807777527888,1,MEDIUM
-6.122018661274539,106.87706092812007,0,GOOD
-6.122018661274539,106.88604408096128,1,MEDIUM
-6.122018661274539,106.89502723380248,1,MEDIUM
-6.122018661274539,106.90401038664366,1,MEDIUM
-6.122018661274539,106.91299353948486,1,MEDIUM
-6.122018661274539,106.92197669232606,1,MEDIUM
-6.122018661274539,106.93095984516724,0,GOOD
-6.122018661274539,106.93994299800843,1,MEDIUM
-6.122018661274539,106.94892615084964,1,MEDIUM
-6.122018661274539,106.95790930369084,1,MEDIUM
-6.122018661274539,106.96689245653202,1,MEDIUM
-6.113035508433344,106.69739787129618,2,UNHEALTHY
-6.113035508433344,106.70638102413736,1,MEDIUM
-6.113035508433344,106.71536417697855,1,MEDIUM
-6.113035508433344,106.72434732981976,1,MEDIUM
-6.113035508433344,106.73333048266096,1,MEDIUM
-6.113035508433344,106.74231363550214,1,MEDIUM
-6.113035508433344,106.75129678834334,1,MEDIUM
-6.113035508433344,106.76027994118454,1,MEDIUM
-6.113035508433344,106.76926309402572,1,MEDIUM
-6.113035508433344,106.77824624686691,1,MEDIUM
-6.113035508433344,106.78722939970812,0,GOOD
-6.113035508433344,106.79621255254932,1,MEDIUM
-6.113035508433344,106.80519570539052,1,MEDIUM
-6.113035508433344,106.85909462243768,1,MEDIUM
-6.113035508433344,106.86807777527888,0,GOOD
-6.113035508433344,106.87706092812007,0,GOOD
-6.113035508433344,106.88604408096128,0,GOOD
-6.113035508433344,106.89502723380248,0,GOOD
-6.113035508433344,106.90401038664366,0,GOOD
-6.113035508433344,106.91299353948486,1,MEDIUM
-6.113035508433344,106.92197669232606,1,MEDIUM
-6.113035508433344,106.93095984516724,2,UNHEALTHY
-6.113035508433344,106.93994299800843,1,MEDIUM
-6.113035508433344,106.94892615084964,1,MEDIUM
-6.113035508433344,106.95790930369084,2,UNHEALTHY
-6.113035508433344,106.96689245653202,1,MEDIUM
-6.104052355592149,106.69739787129618,1,MEDIUM
-6.104052355592149,106.70638102413736,1,MEDIUM
-6.104052355592149,106.71536417697855,1,MEDIUM
-6.104052355592149,106.72434732981976,1,MEDIUM
-6.104052355592149,106.73333048266096,1,MEDIUM
-6.104052355592149,106.74231363550214,1,MEDIUM
-6.104052355592149,106.75129678834334,0,GOOD
-6.104052355592149,106.79621255254932,2,UNHEALTHY
-6.104052355592149,106.87706092812007,1,MEDIUM
-6.104052355592149,106.88604408096128,1,MEDIUM
-6.104052355592149,106.89502723380248,1,MEDIUM
-6.104052355592149,106.90401038664366,1,MEDIUM
-6.104052355592149,106.91299353948486,1,MEDIUM
-6.104052355592149,106.92197669232606,0,GOOD
-6.104052355592149,106.93095984516724,0,GOOD
-6.104052355592149,106.93994299800843,2,UNHEALTHY
-6.104052355592149,106.94892615084964,1,MEDIUM
-6.104052355592149,106.95790930369084,0,GOOD
-6.104052355592149,106.96689245653202,2,UNHEALTHY
-6.095069202750953,106.70638102413736,1,MEDIUM
-6.095069202750953,106.71536417697855,0,GOOD
-6.095069202750953,106.72434732981976,1,MEDIUM
-6.095069202750953,106.73333048266096,0,GOOD
-6.095069202750953,106.74231363550214,1,MEDIUM
-6.095069202750953,106.75129678834334,0,GOOD
-6.086086049909758,106.73333048266096,1,MEDIUM
-6.086086049909758,106.75129678834334,1,MEDIUM
-6.077102897068563,106.75129678834334,1,MEDIUM
