lat,lon,s5p_co,s5p_no2,s5p_o3,s5p_so2,viirs_ntl
-6.36456378798681,106.88604408096128,0.0354093748228473,9.167052191764866e-05,0.1157957107597626,9.524546861953102e-05,24.77248713464448
-6.36456378798681,106.89502723380248,0.0355302710861147,9.120076694240602e-05,0.1156095489858784,9.388420585303617e-05,19.989898681640625
-6.36456378798681,106.91299353948486,0.0349965775409799,8.444787412444697e-05,0.1155095488439654,9.29787023812182e-05,25.11819632848104
-6.355580635145615,106.79621255254932,0.0362185846258859,8.30209853586464e-05,0.115547939234216,0.00022302674187831256,29.9460768699646
-6.355580635145615,106.80519570539052,0.0365031678229351,8.52202315331795e-05,0.1156123351983324,0.00019137407070945637,32.49109395345052
-6.355580635145615,106.81417885823171,0.0367758461732665,8.531904511602042e-05,0.1156552240215216,0.00020763039756114168,30.52934455871582
-6.355580635145615,106.82316201107292,0.0362018298595113,8.706695124463938e-05,0.1157139049948553,0.0002213801414153035,25.49715614318848
-6.355580635145615,106.87706092812007,0.035411073486587,9.10891294702388e-05,0.11572578945205,9.43566701606458e-05,28.774838534268465
-6.355580635145615,106.88604408096128,0.0355334537757927,9.053895337288966e-05,0.1156327217479588,9.399058222139294e-05,25.914542293548585
-6.355580635145615,106.89502723380248,0.0355114911065269,9.290302222152588e-05,0.1155218040512166,0.000111315463543788,22.28472582499186
-6.355580635145615,106.90401038664366,0.0349907267189662,9.120162129827552e-05,0.1154406341734565,9.524934284841347e-05,21.97369766235352
-6.355580635145615,106.91299353948486,0.0350130232162767,9.126921117459023e-05,0.1155369337827467,8.429502850062831e-05,24.231401443481445
-6.34659748230442,106.79621255254932,0.0362163433882124,9.449748885645492e-05,0.1154804019850049,0.00015468032506772906,37.57216262817383
-6.34659748230442,106.80519570539052,0.0362573564747134,9.39095474920493e-05,0.11549548955972,0.00016170627161536227,34.07077662150065
-6.34659748230442,106.81417885823171,0.0362018290907441,8.5682447287418e-05,0.1155449597926392,0.0001747492569849398,32.723368644714355
-6.34659748230442,106.82316201107292,0.0358055596367071,8.606667688576925e-05,0.1155419157479443,0.00020286177145315595,29.79893981842768
-6.34659748230442,106.83214516391408,0.035801311060771,8.606667688596035e-05,0.1157713167336322,0.00022246877051693105,29.090858035617405
-6.34659748230442,106.85909462243768,0.0357964091178953,9.336824040986566e-05,0.1157731382886528,0.00010404191561968336,30.11195491341984
-6.34659748230442,106.86807777527888,0.0356365829235174,9.125687597198184e-05,0.1158170656565923,0.00010081303564828352,31.59950177262469
-6.34659748230442,106.87706092812007,0.0353820690424276,9.248571988663982e-05,0.115737691007915,0.00010073924204320517,27.992664337158203
-6.34659748230442,106.88604408096128,0.0356484471510431,9.250952662275494e-05,0.1155242095363173,9.92365553050187e-05,28.601736802321213
-6.34659748230442,106.89502723380248,0.0355183136319146,9.184132770438989e-05,0.1153891454565733,0.00010615403823729597,26.69732666015625
-6.34659748230442,106.90401038664366,0.0350328271355865,9.1985708337335e-05,0.1154927039371064,0.00012914380663444817,25.0640926361084
-6.34659748230442,106.91299353948486,0.0351786029843535,9.056871842375586e-05,0.1155312558017059,9.192715388331614e-05,23.441576131184892
-6.337614329463224,106.80519570539052,0.0364920383473289,9.624977803938051e-05,0.1155476074645047,0.00011931750529181566,31.273597240448
-6.337614329463224,106.81417885823171,0.0364925129457893,9.56843101952553e-05,0.1155313296261173,4.097316372292008e-05,28.884212493896484
-6.337614329463224,106.82316201107292,0.0360963741342995,9.187822994403402e-05,0.1155450651906072,0.00011142546724639933,28.92501583099365
-6.337614329463224,106.83214516391408,0.0362245200173207,9.008886785518284e-05,0.1155386599666666,3.20598889333226e-05,30.67892736547133
-6.337614329463224,106.84112831675527,0.0360131176419271,9.663978908349834e-05,0.1156312519188486,6.837347748846378e-05,27.90105374654134
-6.337614329463224,106.85011146959648,0.0357785586005504,9.618718468112684e-05,0.115906679177786,9.739844118516892e-05,29.74219963767312
-6.337614329463224,106.85909462243768,0.0357785586005504,9.618718468112684e-05,0.115906679177786,9.739844118516892e-05,30.877172470092773
-6.337614329463224,106.86807777527888,0.0354940816760638,9.425119823406138e-05,0.1158990052840998,9.793224671755018e-05,30.44341815601696
-6.337614329463224,106.87706092812007,0.0351967215537532,9.552896368737051e-05,0.1158980714776483,9.960264651440114e-05,28.50435225168864
-6.337614329463224,106.88604408096128,0.0354855358601191,9.243274302320134e-05,0.1158045374615869,0.0001434230944144069,31.003607559204102
-6.337614329463224,106.89502723380248,0.0350152744511816,9.362756585075796e-05,0.1157941510573004,0.00010134540455692207,27.590612411499023
-6.337614329463224,106.90401038664366,0.0347417632925289,9.426262820499827e-05,0.1155317215503027,0.00014720348682221253,25.97348297966851
-6.337614329463224,106.91299353948486,0.0348294324209543,9.292096421724896e-05,0.1157911384941004,8.534818796449653e-05,24.45589862150305
-6.32863117662203,106.80519570539052,0.0364825159322667,9.747695003164668e-05,0.1154916845572136,8.847922039004377e-06,31.98740863800049
-6.32863117662203,106.81417885823171,0.0360770759775621,9.445213072475347e-05,0.1155240578121741,-3.7417386011929786e-07,29.025941848754883
-6.32863117662203,106.82316201107292,0.0362132648409688,9.957138996872916e-05,0.1155365770294064,7.182822966424466e-06,31.51877276102702
-6.32863117662203,106.83214516391408,0.0361398215669787,9.639781418381847e-05,0.1155956584760265,1.799132157716049e-05,32.33075261116028
-6.32863117662203,106.84112831675527,0.0362528345179557,9.646596663501582e-05,0.1156237690877418,2.910920647987514e-05,28.71887969970703
